Change Type,DB ID,Old Name,New Name,Old Scientific Name,New Scientific Name,Old NBN GUID,New NBN GUID,Match Score,Match Type,Conservation Status
INSERT,NEW,-,,-,Acilius canaliculatus,-,NBNSYS0000007625,-,new_species,
INSERT,NEW,-,Lily Beetle,-,Lilioceris lilii,-,NBNSYS0000011116,-,new_species,
INSERT,NEW,-,,-,Malthodes guttifer,-,NBNSYS0000024261,-,new_species,
INSERT,NEW,-,,-,Harpalus servus,-,NBNSYS0000007404,-,new_species,
INSERT,NEW,-,,-,Rugilus erichsonii,-,NHMSYS0021179566,-,new_species,
INSERT,NEW,-,,-,Atheta hygrobia,-,NHMSYS0021419894,-,new_species,
INSERT,NEW,-,,-,Laccobius atratus,-,NHMSYS0001718650,-,new_species,
INSERT,NEW,-,,-,Omonadus formicarius,-,NHMSYS0020152846,-,new_species,
INSERT,NEW,-,,-,Gracilia minuta,-,NHMSYS0020152213,-,new_species,
INSERT,NEW,-,,-,Cryptocephalus hypochaeridis,-,NBNSYS0000011130,-,new_species,
INSERT,NEW,-,Common Cockchafer,-,Melolontha melolontha,-,NBNSYS0000011538,-,new_species,
INSERT,NEW,-,Cabbage Stem Weevil,-,Ceutorhynchus pallidactylus,-,NHMSYS0020151660,-,new_species,
INSERT,NEW,-,,-,Gonioctena viminalis,-,NHMSYS0001744234,-,new_species,
INSERT,NEW,-,,-,Omophron limbatum,-,NHMSYS0001719291,-,new_species,
INSERT,NEW,-,,-,Bisnius puella,-,NHMSYS0001717275,-,new_species,
INSERT,NEW,-,,-,Esymus merdarius,-,NHMSYS0021442470,-,new_species,
INSERT,NEW,-,,-,Chrysolina varians,-,NBNSYS0000011163,-,new_species,
INSERT,NEW,-,,-,Tasgius ater,-,NHMSYS0020920026,-,new_species,
INSERT,NEW,-,,-,Cantharis paludosa,-,NHMSYS0001717492,-,new_species,
INSERT,NEW,-,,-,Denticollis linearis,-,NBNSYS0000010980,-,new_species,
INSERT,NEW,-,Striped Ladybird,-,Myzia oblongoguttata,-,NBNSYS0000008331,-,new_species,
INSERT,NEW,-,,-,Stenus latifrons,-,NBNSYS0000023305,-,new_species,
INSERT,NEW,-,,-,Alianta incana,-,NBNSYS0000023969,-,new_species,
INSERT,NEW,-,,-,Hypocaccus dimidiatus,-,NHMSYS0020919984,-,new_species,
INSERT,NEW,-,,-,Licinus punctatulus,-,NHMSYS0001718827,-,new_species,
INSERT,NEW,-,Small Poplar Borer,-,Saperda populnea,-,NBNSYS0000011059,-,new_species,
INSERT,NEW,-,Turnip Flea Beetle,-,Phyllotreta nigripes,-,NHMSYS0020153089,-,new_species,
INSERT,NEW,-,,-,Tychius schneideri,-,NBNSYS0000025472,-,new_species,
INSERT,NEW,-,,-,Acrotrichis montandonii,-,NBNSYS0000022927,-,new_species,
INSERT,NEW,-,,-,Mogulones geographicus,-,NHMSYS0020152660,-,new_species,
INSERT,NEW,-,,-,Stenus nanus,-,NBNSYS0000023312,-,new_species,
INSERT,NEW,-,Ant Beetle,-,Thanasimus formicarius,-,NBNSYS0000024374,-,new_species,
INSERT,NEW,-,,-,Sibinia arenariae,-,NBNSYS0000025476,-,new_species,
INSERT,NEW,-,,-,Pachnida nigella,-,NBNSYS0000023970,-,new_species,
INSERT,NEW,-,,-,Dyschirius salinus,-,NBNSYS0000007181,-,new_species,
INSERT,NEW,-,,-,Brachygluta helferi,-,NHMSYS0001717372,-,new_species,
INSERT,NEW,-,,-,Abdera flexuosa,-,NBNSYS0000024890,-,new_species,
INSERT,NEW,-,,-,Philonthus umbratilis,-,NBNSYS0000023487,-,new_species,
INSERT,NEW,-,Potato Flea Beetle,-,Psylliodes affinis,-,NBNSYS0000011318,-,new_species,
INSERT,NEW,-,,-,Limnobaris dolorosa,-,NHMSYS0020152420,-,new_species,
INSERT,NEW,-,,-,Atheta vaga,-,NBNSYS0000142609,-,new_species,
INSERT,NEW,-,,-,Bembidion varium,-,NBNSYS0000007221,-,new_species,
INSERT,NEW,-,,-,Bembidion aeneum,-,NBNSYS0000007260,-,new_species,
INSERT,NEW,-,,-,Badister dilatatus,-,NBNSYS0000007444,-,new_species,
INSERT,NEW,-,,-,Atholus duodecimstriatus,-,NBNSYS0000022861,-,new_species,
INSERT,NEW,-,,-,Philonthus quisquiliarius,-,NBNSYS0000023476,-,new_species,
INSERT,NEW,-,,-,Longitarsus anchusae,-,NBNSYS0000011234,-,new_species,
INSERT,NEW,-,,-,Platystethus cornutus,-,NBNSYS0000023242,-,new_species,
INSERT,NEW,-,,-,Quedius umbrinus,-,NBNSYS0000023580,-,new_species,
INSERT,NEW,-,,-,Aleochara curtula,-,NBNSYS0000024075,-,new_species,
INSERT,NEW,-,,-,Euglenes oculatus,-,NHMSYS0020152143,-,new_species,
INSERT,NEW,-,,-,Anotylus inustus,-,NBNSYS0000023251,-,new_species,
INSERT,NEW,-,,-,Magdalis carbonaria,-,NBNSYS0000025254,-,new_species,
INSERT,NEW,-,,-,Rhagium mordax,-,NBNSYS0000011004,-,new_species,
INSERT,NEW,-,,-,Polydrusus pterygomalis,-,NBNSYS0000025149,-,new_species,
INSERT,NEW,-,,-,Glischrochilus quadripunctatus,-,NBNSYS0000024510,-,new_species,
INSERT,NEW,-,,-,Cercyon littoralis,-,NBNSYS0000007689,-,new_species,
INSERT,NEW,-,Cliff Tiger Beetle,-,Cylindera germanica,-,NHMSYS0001717787,-,new_species,
INSERT,NEW,-,Lesser Mealworm Beetle,-,Alphitobius diaperinus,-,NBNSYS0000024844,-,new_species,
INSERT,NEW,-,,-,Telmatophilus caricis,-,NBNSYS0000024561,-,new_species,
INSERT,NEW,-,,-,Oxypoda alternans,-,NBNSYS0000024030,-,new_species,
INSERT,NEW,-,,-,Malthodes flavoguttatus,-,NBNSYS0000024259,-,new_species,
INSERT,NEW,-,,-,Gymnetron melanarium,-,NBNSYS0000025499,-,new_species,
INSERT,NEW,-,,-,Bagous limosus,-,NBNSYS0000025296,-,new_species,
INSERT,NEW,-,,-,Dorcatoma flavicornis,-,NHMSYS0001717957,-,new_species,
INSERT,NEW,-,,-,Notiophilus substriatus,-,NHMSYS0001719186,-,new_species,
INSERT,NEW,-,,-,Ptinomorphus imperialis,-,NBNSYS0000024305,-,new_species,
INSERT,NEW,-,,-,Stenus brevipennis,-,NBNSYS0000023275,-,new_species,
INSERT,NEW,-,,-,Trachyphloeus scabriculus,-,NBNSYS0000025122,-,new_species,
INSERT,NEW,-,,-,Oxypoda brevicornis,-,NBNSYS0000153030,-,new_species,
INSERT,NEW,-,Violet Weevil,-,Orobitis cyanea,-,NHMSYS0021422269,-,new_species,
INSERT,NEW,-,,-,Poecilus cupreus,-,NHMSYS0001719652,-,new_species,
INSERT,NEW,-,,-,Charagmus griseus,-,NHMSYS0021161085,-,new_species,
INSERT,NEW,-,,-,Sphindus dubius,-,NBNSYS0000024533,-,new_species,
INSERT,NEW,-,,-,Gymnetron beccabungae,-,NBNSYS0000025495,-,new_species,
INSERT,NEW,-,,-,Cantharis livida,-,NBNSYS0000024232,-,new_species,
INSERT,NEW,-,,-,Haploglossa villosula,-,NHMSYS0001718343,-,new_species,
INSERT,NEW,-,,-,Tanymecus palliatus,-,NHMSYS0020153573,-,new_species,
INSERT,NEW,-,,-,Philonthus addendus,-,NBNSYS0000023436,-,new_species,
INSERT,NEW,-,,-,Squamapion atomarium,-,NHMSYS0020470521,-,new_species,
INSERT,NEW,-,,-,Caenopsis waltoni,-,NBNSYS0000025114,-,new_species,
INSERT,NEW,-,,-,Hydroporus tessellatus,-,NHMSYS0001718537,-,new_species,
INSERT,NEW,-,,-,Othius laeviusculus,-,NBNSYS0000023403,-,new_species,
INSERT,NEW,-,,-,Hypera plantaginis,-,NBNSYS0000025219,-,new_species,
INSERT,NEW,-,,-,Anotylus sculpturatus,-,NBNSYS0000023257,-,new_species,
INSERT,NEW,-,,-,Stenus palustris,-,NBNSYS0000023324,-,new_species,
INSERT,NEW,-,Large Elm Bark Beetle,-,Scolytus scolytus,-,NHMSYS0020153384,-,new_species,
INSERT,NEW,-,,-,Omalium laeviusculum,-,NBNSYS0000023154,-,new_species,
INSERT,NEW,-,Golden Spider Beetle,-,Niptus hololeucus,-,NBNSYS0000024338,-,new_species,
INSERT,NEW,-,,-,Hydrochus brevis,-,NBNSYS0000007650,-,new_species,
INSERT,NEW,-,,-,Ontholestes tessellatus,-,NHMSYS0001719294,-,new_species,
INSERT,NEW,-,,-,Donacia semicuprea,-,NBNSYS0000011094,-,new_species,
INSERT,NEW,-,Wharf Borer,-,Nacerdes melanura,-,NBNSYS0000024935,-,new_species,
INSERT,NEW,-,,-,Paederus fuscipes,-,NBNSYS0000023343,-,new_species,
INSERT,NEW,-,,-,Atheta gyllenhalii,-,NHMSYS0021419889,-,new_species,
INSERT,NEW,-,,-,Oligota punctulata,-,NBNSYS0000023671,-,new_species,
INSERT,NEW,-,,-,Xantholinus linearis,-,NBNSYS0000023426,-,new_species,
INSERT,NEW,-,,-,Leiosoma deflexum,-,NBNSYS0000025241,-,new_species,
INSERT,NEW,-,,-,Megarthrus prosseni,-,NHMSYS0001718949,-,new_species,
INSERT,NEW,-,,-,Miarus campanulae,-,NBNSYS0000025484,-,new_species,
INSERT,NEW,-,,-,Dermestes murinus,-,NBNSYS0000024278,-,new_species,
INSERT,NEW,-,,-,Microrhagus pygmaeus,-,NBNSYS0000010987,-,new_species,
INSERT,NEW,-,,-,Rhinoncus pericarpius,-,NBNSYS0000025416,-,new_species,
INSERT,NEW,-,,-,Quedius longicornis,-,NBNSYS0000023559,-,new_species,
INSERT,NEW,-,,-,Ischnomera sanguinicollis,-,NHMSYS0020152591,-,new_species,
INSERT,NEW,-,Large Flax Flea Beetle,-,Aphthona euphorbiae,-,NBNSYS0000011225,-,new_species,
INSERT,NEW,-,,-,Ochthebius nanus,-,NBNSYS0000007752,-,new_species,
INSERT,NEW,-,,-,Cryptophagus scutellatus,-,NBNSYS0000024599,-,new_species,
INSERT,NEW,-,,-,Onthophagus joannae,-,NBNSYS0000011527,-,new_species,
INSERT,NEW,-,,-,Colenis immunda,-,NBNSYS0000022974,-,new_species,
INSERT,NEW,-,,-,Hydroporus angustatus,-,NBNSYS0000007534,-,new_species,
INSERT,NEW,-,,-,Margarinotus merdarius,-,NBNSYS0000151104,-,new_species,
INSERT,NEW,-,,-,Cilea silphoides,-,NHMSYS0001717610,-,new_species,
INSERT,NEW,-,Turnip Flea Beetle,-,Phyllotreta consobrina,-,NBNSYS0000011210,-,new_species,
INSERT,NEW,-,,-,Lesteva monticola,-,NBNSYS0000023121,-,new_species,
INSERT,NEW,-,,-,Quedius lateralis,-,NBNSYS0000023558,-,new_species,
INSERT,NEW,-,,-,Dilacra luteipes,-,NHMSYS0001717929,-,new_species,
INSERT,NEW,-,,-,Hypocaccus rugiceps,-,NBNSYS0000022836,-,new_species,
INSERT,NEW,-,,-,Olophrum piceum,-,NBNSYS0000023112,-,new_species,
INSERT,NEW,-,,-,Anthrenus fuscus,-,NBNSYS0000024296,-,new_species,
INSERT,NEW,-,,-,Gnypeta carbonaria,-,NBNSYS0000023759,-,new_species,
INSERT,NEW,-,,-,Pseudotriphyllus suturalis,-,NHMSYS0020153228,-,new_species,
INSERT,NEW,-,,-,Staphylinus erythropterus,-,NBNSYS0000023520,-,new_species,
