Change Type,DB ID,Old Name,New Name,Old Scientific Name,New Scientific Name,Old NBN GUID,New NBN GUID,Match Score,Match Type,Conservation Status
INSERT,NEW,-,,-,Gymnopternus aerosus,-,NHMSYS0021169065,-,new_species,
INSERT,NEW,-,,-,Medetera truncorum,-,NBNSYS0000012692,-,new_species,
INSERT,NEW,-,,-,Corynoneura arctica,-,NBNSYS0100002585,-,new_species,
INSERT,NEW,-,Short-horned Black Legionnaire,-,Beris fuscipes,-,NBNSYS0000007797,-,new_species,
INSERT,NEW,-,,-,Hercostomus germanus,-,NBNSYS0000012623,-,new_species,
INSERT,NEW,-,,-,Molophilus griseus,-,NBNSYS0000008262,-,new_species,
INSERT,NEW,-,,-,Winthemia quadripustulata,-,NBNSYS0000030206,-,new_species,
INSERT,NEW,-,,-,Pipiza luteitarsis,-,NBNSYS0000007084,-,new_species,
INSERT,NEW,-,,-,Limnophora olympiae,-,NBNSYS0000030919,-,new_species,
INSERT,NEW,-,,-,Gnophomyia viridipennis,-,NBNSYS0000008180,-,new_species,
INSERT,NEW,-,,-,Phaonia pallida,-,NBNSYS0000030808,-,new_species,
INSERT,NEW,-,,-,Limnophora triangula,-,NBNSYS0000030924,-,new_species,
INSERT,NEW,-,,-,Anthomyia monilis,-,NBNSYS0100001584,-,new_species,
INSERT,NEW,-,,-,Crypteria limnophiloides,-,NBNSYS0000008178,-,new_species,
INSERT,NEW,-,,-,Macquartia grisea,-,NBNSYS0000030082,-,new_species,
INSERT,NEW,-,,-,Blaesoxipha plumicornis,-,NBNSYS0000030297,-,new_species,
INSERT,NEW,-,,-,Neurigona quadrifasciata,-,NBNSYS0000012754,-,new_species,
INSERT,NEW,-,Delicate Soldier,-,Oxycera nigricornis,-,NHMSYS0020734187,-,new_species,
INSERT,NEW,-,Common Awl-fly,-,Xylophagus ater,-,NBNSYS0000007846,-,new_species,
INSERT,NEW,-,,-,Melangyna cincta,-,NBNSYS0000006930,-,new_species,
INSERT,NEW,-,,-,Pseudexechia parallela,-,NBNSYS0000011903,-,new_species,
INSERT,NEW,-,,-,Psychoda sigma,-,NHMSYS0021263780,-,new_species,
INSERT,NEW,-,,-,Achalcus vaillanti,-,NBNSYS0100001403,-,new_species,
INSERT,NEW,-,,-,Parydra quadripunctata,-,NBNSYS0000029446,-,new_species,
INSERT,NEW,-,,-,Pelidnoptera fuscipennis,-,NBNSYS0000012960,-,new_species,
INSERT,NEW,-,,-,Campsicnemus alpinus,-,NBNSYS0000012801,-,new_species,
INSERT,NEW,-,,-,Anopheles atroparvus,-,NBNSYS0000011568,-,new_species,
INSERT,NEW,-,,-,Calamoncosis glyceriae,-,NBNSYS0000029847,-,new_species,
INSERT,NEW,-,,-,Heteromyza rotundicornis,-,NBNSYS0000029061,-,new_species,
INSERT,NEW,-,,-,Ectophasia crassipennis,-,NHMSYS0020971585,-,new_species,
INSERT,NEW,-,,-,Conops quadrifasciatus,-,NBNSYS0100002560,-,new_species,
INSERT,NEW,-,,-,Platycheirus nielseni,-,NBNSYS0000006886,-,new_species,
